abstract,author,title
"
	Geosmin is one of the major causative compounds of
earthy-musty odor and taste (off-flavor) in drinking water (lakes) and in
farmed fish. In this study, the sorption of cyclodextrin polymers (CDPs)
towards geosmin in aqueous solution was investigated. Sorption kinetics, the
effect of solution pH and contact time on the sorption capability of α-, β- and γ-cyclodextrin polymers was discussed.
Results disclosed that the sorption of geosmin by the CDPs followed the Ho and
McKay kinetic mechanism with the liquid film diffusion as the rate-determining
step. Both β-CDP and γ-CDP exhibit high removal efficiencies
of 93.4% and 96%, respectively, within 240 minutes at 25°C and pH 7, whilst α-CDP was not effective, removing only
40% geosmin, at an initial concentration of 5 μg·L,and 5 g·L,of CDP dose. The cyclodextrin polymers can adapt to a wide range of pH from 3.0
to 11.0 for geosmin adsorption with pH 7.0 as optimum. Results indicate that
these sorbents demonstrate significant potential in reducing the concentration
of geosmin in water that presents taint problems in both drinking water and
fish.
,
	,
","
                Redel Gutierrez, Niwooti Whangchai, Nakao Nomura
            "," , , , , UTC: 00:30 - 09:30,
                Geosmin Sorption on Cyclodextrin Polymers  [HOAC 2013]
            "
"
	, 
,
	, 
","
                Kornkanok Kunlasak, Chanagun Chitmanat, Niwooti Whangchai, Jongkon Promya, Louis Lebel
            "," , , , , UTC: 00:30 - 09:30,
                Relationships of Dissolved Oxygen with Chlorophyll-a and Phytoplankton Composition in Tilapia Ponds  [HOAC 2013]
            "
,"
                Xin Sun, Ying Guo, Jinjing Shi, Wei Zhang, Qin Xiao, Moon Ho Lee
            "," , , , , UTC: 00:30 - 09:30,
                Quantum Group Signature Scheme Based on Chinese Remainder Theorem  [SCET 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Mohammadreza Balouchestani, Kaamran Raahemifar, Sridhar krishnan
            "," , , , , UTC: 00:30 - 09:30,
                Robust Low-Power Algorithm for Random Sensing Matrix for Wireless ECG Systems Based on Low Sampling-Rate Approach  [CSIP 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Angela Ebeling, Victoria Hartmann, Aubrey Rockman, Andrew Armstrong, Robert Balza, Jarrod Erbe, Daniel Ebeling
            "," , , , , UTC: 00:30 - 09:30,
                Silver Nanoparticle Adsorption to Soil and Water Treatment Residuals and Impact on Zebrafish in a Lab-scale Constructed Wetland  [PTT 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Anteneh Mesfin Yeneneh, Tushar Kanti Sen, Siewhui Chong, Ha Ming Ang, Ahmet Kayaalp
            "," , , , , UTC: 00:30 - 09:30,
                Effect of Combined Microwave-Ultrasonic Pretreatment on Anaerobic Biodegradability of Primary, Excess Activated and Mixed Sludge  [PTT 2013]
            "
"
	,
","
                A. Filippou, D. A. Karras
            "," , , , , UTC: 00:30 - 09:30,
                Introducing Intelligent Agents Potential into a competent Integral Multi-Agent Sensor Network Simulation Architecture Design  [CiSE 2013]
            "
"
	,
","
                Alexander Lalomov, Guy Berthault
            "," , , , , UTC: 00:30 - 09:30,
                Sedimentological Conditions of Early Paleozoic Paleobasin in the Northwestern Russian Platform: Reconstruction of Paleolithodynamics and Mineral Resources  [ICGG 2013]
            "
"
	, 
","
                Yongqi Sun, Yali Wu, Rui Zhang, Yuansheng Yang
            "," , , , , UTC: 00:30 - 09:30,
                The Planar Ramsey Numbers PR (K,-e, K,)  [MSS 2013]
            "
"
	,
","
                M. Reshetnyak, P. Hejda
            "," , , , , UTC: 00:30 - 09:30,
                Heat Flux Modulation in Domino Dynamo Model  [ICGG 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Deng-Guang Yu, Xiong-Xiu Li, Jia-Wen Ge, Peng-Peng Ye, Xia Wang
            "," , , , , UTC: 00:30 - 09:30,
                The Influence of Sheath Solvent’s Flow Rate on the  Quality of Electrospun Ethyl Cellulose Nanofibers  [CN 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Leonid Kugel, Victor A. Gotlib
            "," , , , , UTC: 00:30 - 09:30,
                Reduction in Complexity of the Algorithm by  Increasing the Used Memory - An Example  [MSS 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Nina Hutnik, Boguslawa Wierzbowska, Krzysztof Piotrowski, Andrzej Matynia
            "," , , , , UTC: 00:30 - 09:30,
                Effect of Copper (II) Ions on Quality of Struvite Produced in Continuous Reaction Crystallization Process at the Magnesium Ions Excess  [NTCE 2013]
            "
